symbol,date,market cap
GOOG,2019-09-24,845086234000
GOOG,2019-10-01,832610820600
GOOG,2019-10-08,821577051800
GOOG,2019-10-15,858803067100
GOOG,2019-10-22,857143500700
GOOG,2019-10-29,870813105000
GOOG,2019-11-05,891096811400
GOOG,2019-11-12,895765995100
GOOG,2019-11-19,907256187200
GOOG,2019-11-26,905938884300
GOOG,2019-12-03,893338295500
GOOG,2019-12-10,927395059300
GOOG,2019-12-17,934609189500
GOOG,2019-12-24,926636403100
GOOG,2019-12-31,922125847500
GOOG,2020-01-07,960969041900
GOOG,2020-01-14,986859906900
GOOG,2020-01-21,1023771976600
GOOG,2020-01-23,1025992770000
JPM,2015-01-22,213934715800
JPM,2015-01-29,206802320300
JPM,2015-02-05,211656306300
JPM,2015-02-12,222095581600
JPM,2015-02-19,220827955300
JPM,2015-02-26,229589489900
JPM,2015-03-05,231155381200
JPM,2015-03-12,228806544300
JPM,2015-03-19,228172731100
JPM,2015-03-26,221091221600
JPM,2015-04-02,224594997300
JPM,2015-04-09,228120530200
JPM,2015-04-16,236804474200
JPM,2015-04-23,233056276200
JPM,2015-04-30,234763376300
JPM,2015-05-07,239365124400
JPM,2015-05-14,245117309600
JPM,2015-05-21,247343961900
JPM,2015-05-28,245673972600
JPM,2015-06-04,246156414000
JPM,2015-06-11,254283694900
JPM,2015-06-18,255248577600
JPM,2015-06-25,254766136300
JPM,2015-07-02,249693510800
JPM,2015-07-09,244479235800
JPM,2015-07-16,257237568300
JPM,2015-07-23,257533413700
JPM,2015-07-30,255314573300
JPM,2015-08-06,252393100000
JPM,2015-08-13,249804452900
JPM,2015-08-20,243850564400
JPM,2015-08-27,238451386000
JPM,2015-09-03,231794864600
JPM,2015-09-10,231720903300
JPM,2015-09-17,231683922600
JPM,2015-09-24,222697618800
JPM,2015-10-01,226094992300
JPM,2015-10-08,228708594500
JPM,2015-10-15,227825123300
JPM,2015-10-22,232610592100
JPM,2015-10-29,240046474300
JPM,2015-11-05,244574263900
JPM,2015-11-12,242954566800
JPM,2015-11-19,249065242300
JPM,2015-11-27,247261488700
JPM,2015-12-04,249911902100
JPM,2015-12-11,235849986300
JPM,2015-12-18,237064759100
JPM,2015-12-28,244353396100
JPM,2016-01-04,233070247700
JPM,2016-01-11,215522204800
JPM,2016-01-19,208854681200
JPM,2016-01-26,209111124500
JPM,2016-02-02,209315207200
JPM,2016-02-09,206268887400
JPM,2016-02-11,194780958200
JPM,2016-02-18,212178013900
JPM,2016-02-25,209241801900
JPM,2016-03-03,220069083400
JPM,2016-03-10,215114225800
JPM,2016-03-17,215628062900
JPM,2016-03-24,217804857300
JPM,2016-03-31,216547340100
JPM,2016-04-07,209599688100
JPM,2016-04-14,228870280600
JPM,2016-04-21,232563506000
JPM,2016-04-28,232563506000
JPM,2016-05-05,223933791000
JPM,2016-05-12,225871820300
JPM,2016-05-19,231795607700
JPM,2016-05-26,237792528300
JPM,2016-06-02,240644722200
JPM,2016-06-09,236768663800
JPM,2016-06-16,227517316800
JPM,2016-06-23,234209002500
JPM,2016-06-30,224448586300
JPM,2016-07-07,217405220700
JPM,2016-07-14,231600311500
JPM,2016-07-21,230047159100
JPM,2016-07-28,231528071800
JPM,2016-08-04,233189583700
JPM,2016-08-11,236440367900
JPM,2016-08-18,238210239300
JPM,2016-08-25,238643677200
JPM,2016-09-01,242761337100
JPM,2016-09-08,242905816400
JPM,2016-09-15,240702507100
JPM,2016-09-22,243411493900
JPM,2016-09-29,237126644600
JPM,2016-10-06,242856798000
JPM,2016-10-13,242391623700
JPM,2016-10-20,244252321100
JPM,2016-10-27,247723237500
JPM,2016-11-03,244681712800
JPM,2016-11-10,274273958600
JPM,2016-11-17,279176180700
JPM,2016-11-25,282074574800
JPM,2016-12-02,291986366900
JPM,2016-12-09,305905815000
JPM,2016-12-16,303937769600
JPM,2016-12-23,311487907300
JPM,2016-12-30,308768426400
JPM,2017-01-06,306689674200
JPM,2017-01-13,308755164300
JPM,2017-01-20,297964758900
JPM,2017-01-27,309574238000
JPM,2017-02-03,311403751800
JPM,2017-02-10,310760798400
JPM,2017-02-17,322298239500
JPM,2017-02-24,322655435900
JPM,2017-03-03,331478185000
JPM,2017-03-10,326048800900
JPM,2017-03-17,322626599700
JPM,2017-03-24,310565459700
JPM,2017-03-31,312078285800
JPM,2017-04-07,306180631500
JPM,2017-04-17,305043734300
JPM,2017-04-24,310870332500
JPM,2017-05-01,309307098800
JPM,2017-05-08,309449211000
JPM,2017-05-15,310301883900
JPM,2017-05-22,300922481900
JPM,2017-05-30,298080238800
JPM,2017-06-06,294740603200
JPM,2017-06-13,310053187600
JPM,2017-06-20,310941388600
JPM,2017-06-27,312824374600
JPM,2017-07-05,329656585000
JPM,2017-07-12,325539396600
JPM,2017-07-19,320929553300
JPM,2017-07-26,323498397300
JPM,2017-08-02,327650775300
JPM,2017-08-09,329128740300
JPM,2017-08-16,324061431600
JPM,2017-08-23,322583466500
JPM,2017-08-30,321316639400
JPM,2017-09-06,317093882100
JPM,2017-09-13,320753605100
JPM,2017-09-20,330571515700
JPM,2017-09-27,334935031600
JPM,2017-10-04,334342758800
JPM,2017-10-11,336008227100
JPM,2017-10-18,339998411500
JPM,2017-10-25,350511680100
JPM,2017-11-01,350164707600
JPM,2017-11-08,338784007600
JPM,2017-11-15,340692356700
JPM,2017-11-22,342253733200
JPM,2017-11-29,359914636500
JPM,2017-12-06,364078307200
JPM,2017-12-13,366090748100
JPM,2017-12-20,368276675200
JPM,2017-12-27,372023978800
JPM,2018-01-03,370137788300
JPM,2018-01-10,377639192700
JPM,2018-01-17,387024511400
JPM,2018-01-24,396204312200
JPM,2018-01-31,396974639700
JPM,2018-02-07,387365155900
JPM,2018-02-14,394778186300
JPM,2018-02-21,395327299600
JPM,2018-02-28,396391206800
JPM,2018-03-07,393748598700
JPM,2018-03-14,394503629600
JPM,2018-03-21,391311625200
JPM,2018-03-28,368325392400
JPM,2018-04-04,377896188100
JPM,2018-04-11,376636420700
JPM,2018-04-18,372210210700
JPM,2018-04-25,374491411200
JPM,2018-05-02,367443523000
JPM,2018-05-09,386135748200
JPM,2018-05-16,385897413800
JPM,2018-05-23,383003353500
JPM,2018-05-30,368907577100
JPM,2018-06-06,375751178700
JPM,2018-06-13,374423315700
JPM,2018-06-20,366149707800
JPM,2018-06-27,351509167200
JPM,2018-07-05,348590898900
JPM,2018-07-12,359110466100
JPM,2018-07-19,369327553700
JPM,2018-07-26,385997538900
JPM,2018-08-02,390366688200
JPM,2018-08-09,392820133600
JPM,2018-08-16,385728668200
JPM,2018-08-23,385594232800
JPM,2018-08-30,387140239500
JPM,2018-09-06,383476875800
JPM,2018-09-13,381527563000
JPM,2018-09-20,398701680800
JPM,2018-09-27,384888447100
JPM,2018-10-04,383320091400
JPM,2018-10-11,359576659000
JPM,2018-10-18,359443642600
JPM,2018-10-25,348702566000
JPM,2018-11-01,362403258100
JPM,2018-11-08,373709654500
JPM,2018-11-15,366027955700
JPM,2018-11-23,354655051200
JPM,2018-11-30,369752415700
JPM,2018-12-07,343481671200
JPM,2018-12-14,333505439100
JPM,2018-12-21,313153925600
JPM,2018-12-28,321999518100
JPM,2019-01-04,329836898700
JPM,2019-01-11,327281801000
JPM,2019-01-18,342612386900
JPM,2019-01-25,338681467400
JPM,2019-02-01,340128227800
JPM,2019-02-08,331877138700
JPM,2019-02-15,345596211400
JPM,2019-02-22,343795378500
JPM,2019-03-01,341929060700
JPM,2019-03-08,337279637500
JPM,2019-03-15,348870453100
JPM,2019-03-22,324007022400
JPM,2019-03-29,328781384100
JPM,2019-04-05,341622796600
JPM,2019-04-12,360762237300
JPM,2019-04-22,368515332800
JPM,2019-04-29,376690144800
JPM,2019-05-06,373348852600
JPM,2019-05-13,355052844800
JPM,2019-05-20,361216393600
JPM,2019-05-28,352035950000
JPM,2019-06-04,355993597000
JPM,2019-06-11,359042931600
JPM,2019-06-18,359140250800
JPM,2019-06-25,349570530500
JPM,2019-07-02,363873793000
JPM,2019-07-09,362434924800
JPM,2019-07-16,368094473200
JPM,2019-07-23,372059354600
JPM,2019-07-30,369597291200
JPM,2019-08-06,353098268600
JPM,2019-08-13,349613009900
JPM,2019-08-20,343122115400
JPM,2019-08-27,338102063900
JPM,2019-09-03,347118971600
JPM,2019-09-10,373690072000
JPM,2019-09-17,379125796400
JPM,2019-09-24,375160915000
JPM,2019-10-01,362420830200
JPM,2019-10-08,350721741500
JPM,2019-10-15,376252728600
JPM,2019-10-22,391401950700
JPM,2019-10-29,396545785900
JPM,2019-11-05,404920200600
JPM,2019-11-12,405108389700
JPM,2019-11-19,409562198200
JPM,2019-11-26,412980966800
JPM,2019-12-03,407053010300
JPM,2019-12-10,421857219000
JPM,2019-12-17,433399483500
JPM,2019-12-24,431517592500
JPM,2019-12-27,436410509000
JPM,2020-01-03,426640560000
JPM,2020-01-10,419639880000
JPM,2020-01-17,426208800000
JPM,2020-01-23,418776360000
MSFT,2015-01-22,386644401200
MSFT,2015-01-29,344641020500
MSFT,2015-02-05,348250686000
MSFT,2015-02-12,353501108600
MSFT,2015-02-19,356864660600
MSFT,2015-02-26,361417761400
MSFT,2015-03-05,353665184300
MSFT,2015-03-12,336519273000
MSFT,2015-03-19,346897061400
MSFT,2015-03-26,338077992200
MSFT,2015-04-02,326872770000
MSFT,2015-04-09,336527240000
MSFT,2015-04-16,341056494600
MSFT,2015-04-23,350602193500
MSFT,2015-04-30,393476942600
MSFT,2015-05-07,377783166500
MSFT,2015-05-14,394124108600
MSFT,2015-05-21,383607660700
MSFT,2015-05-28,383850348000
MSFT,2015-06-04,375032710900
MSFT,2015-06-11,375679876900
MSFT,2015-06-18,377944958000
MSFT,2015-06-25,369289112400
MSFT,2015-07-02,356398800000
MSFT,2015-07-09,357362040000
MSFT,2015-07-16,374539820000
MSFT,2015-07-23,370124970000
MSFT,2015-07-30,374945349300
MSFT,2015-08-06,372865874200
MSFT,2015-08-13,373745652100
MSFT,2015-08-20,365187812500
MSFT,2015-08-25,323678291100
MSFT,2015-09-01,334475565400
MSFT,2015-09-08,351031386100
MSFT,2015-09-15,351751204400
MSFT,2015-09-22,351111365900
MSFT,2015-09-29,347432294600
MSFT,2015-10-06,373376817800
MSFT,2015-10-13,374494951600
MSFT,2015-10-20,381582613600
MSFT,2015-10-27,428871059700
MSFT,2015-11-03,432545499800
MSFT,2015-11-10,427433235300
MSFT,2015-11-17,423119762200
MSFT,2015-11-24,433344291100
MSFT,2015-12-01,441092566900
MSFT,2015-12-08,445645677400
MSFT,2015-12-15,440932808600
MSFT,2015-12-22,442130995600
MSFT,2015-12-29,451716491500
MSFT,2016-01-05,436271250000
MSFT,2016-01-12,418281500000
MSFT,2016-01-19,400688000000
MSFT,2016-01-26,412628327100
MSFT,2016-02-02,419193048400
MSFT,2016-02-09,389770442000
MSFT,2016-02-16,404086280100
MSFT,2016-02-23,404798117300
MSFT,2016-03-01,415871141200
MSFT,2016-03-08,408515489600
MSFT,2016-03-15,423859537100
MSFT,2016-03-22,427656002400
MSFT,2016-03-29,432717956200
MSFT,2016-04-05,429387200000
MSFT,2016-04-12,430095500000
MSFT,2016-04-19,443251728500
MSFT,2016-04-26,404342417300
MSFT,2016-05-03,391294042300
MSFT,2016-05-10,401041021200
MSFT,2016-05-17,397032183100
MSFT,2016-05-24,405521487400
MSFT,2016-05-31,416604745700
MSFT,2016-06-07,409530325500
MSFT,2016-06-14,391687065600
MSFT,2016-06-21,402377300600
MSFT,2016-06-28,388621483500
MSFT,2016-07-05,399535360000
MSFT,2016-07-12,415463680000
MSFT,2016-07-19,414526720000
MSFT,2016-07-26,442303185500
MSFT,2016-08-02,440900532600
MSFT,2016-08-09,453524407900
MSFT,2016-08-16,447602096100
MSFT,2016-08-23,451108728100
MSFT,2016-08-30,451108728100
MSFT,2016-09-06,448926823700
MSFT,2016-09-13,440510906900
MSFT,2016-09-20,442692811200
MSFT,2016-09-27,451576279000
MSFT,2016-10-04,445556160000
MSFT,2016-10-11,445166960000
MSFT,2016-10-18,448326709800
MSFT,2016-10-25,474218627000
MSFT,2016-11-01,464965959900
MSFT,2016-11-08,470175444700
MSFT,2016-11-15,457734883900
MSFT,2016-11-22,475229422600
MSFT,2016-11-29,474996162000
MSFT,2016-12-06,466132262500
MSFT,2016-12-13,489691574500
MSFT,2016-12-20,494045770800
MSFT,2016-12-27,492024179600
MSFT,2017-01-03,483743400000
MSFT,2017-01-10,484052600000
MSFT,2017-01-17,483356900000
MSFT,2017-01-24,490852692900
MSFT,2017-01-31,499584801600
MSFT,2017-02-07,490157215200
MSFT,2017-02-14,498966599200
MSFT,2017-02-21,498348396800
MSFT,2017-02-28,494407356600
MSFT,2017-03-07,497652919100
MSFT,2017-03-14,497730194400
MSFT,2017-03-21,496184688500
MSFT,2017-03-28,504530420600
MSFT,2017-04-04,507632790000
MSFT,2017-04-11,505702040000
MSFT,2017-04-18,505006970000
MSFT,2017-04-25,524377358400
MSFT,2017-05-02,535031668700
MSFT,2017-05-09,533024334900
MSFT,2017-05-16,535880925300
MSFT,2017-05-23,530244949600
MSFT,2017-05-30,543601440000
MSFT,2017-06-06,559891726000
MSFT,2017-06-13,545454363600
MSFT,2017-06-20,539741182700
MSFT,2017-06-27,534336822400
MSFT,2017-07-05,532468640000
MSFT,2017-07-12,548424200000
MSFT,2017-07-19,569312880000
MSFT,2017-07-26,570777400000
MSFT,2017-08-02,556564151400
MSFT,2017-08-09,558181622700
MSFT,2017-08-16,567270270600
MSFT,2017-08-23,560107183700
MSFT,2017-08-30,570043078400
MSFT,2017-09-06,565344709600
MSFT,2017-09-13,579285771200
MSFT,2017-09-20,577206165400
MSFT,2017-09-27,568810719400
MSFT,2017-10-04,576606800000
MSFT,2017-10-11,589962400000
MSFT,2017-10-18,599149200000
MSFT,2017-10-25,606598227400
MSFT,2017-11-01,641699612800
MSFT,2017-11-08,652345747300
MSFT,2017-11-15,640156694800
MSFT,2017-11-22,641159591500
MSFT,2017-11-29,642933947300
MSFT,2017-12-06,638613776800
MSFT,2017-12-13,658440273600
MSFT,2017-12-20,659751753900
MSFT,2017-12-27,661217526000
MSFT,2018-01-03,665326750000
MSFT,2018-01-10,676653100000
MSFT,2018-01-17,694528700000
MSFT,2018-01-24,707473100000
MSFT,2018-01-31,731557323400
MSFT,2018-02-07,689978441800
MSFT,2018-02-14,699218193200
MSFT,2018-02-21,704454052400
MSFT,2018-02-28,722009580200
MSFT,2018-03-07,722702561600
MSFT,2018-03-14,722625563700
MSFT,2018-03-21,712076847400
MSFT,2018-03-28,688284487300
MSFT,2018-04-04,710017700000
MSFT,2018-04-11,706403400000
MSFT,2018-04-18,741623600000
MSFT,2018-04-25,709235961200
MSFT,2018-05-02,718455798200
MSFT,2018-05-09,744809165600
MSFT,2018-05-16,746422637100
MSFT,2018-05-23,758024265400
MSFT,2018-05-30,760252392600
MSFT,2018-06-06,787450911800
MSFT,2018-06-13,774850467900
MSFT,2018-06-20,782687329300
MSFT,2018-06-27,749419084200
MSFT,2018-07-05,765857520000
MSFT,2018-07-12,799866630000
MSFT,2018-07-19,801478800000
MSFT,2018-07-26,841552740000
MSFT,2018-08-02,824870135000
MSFT,2018-08-09,840973391300
MSFT,2018-08-16,825406910200
MSFT,2018-08-23,824793452800
MSFT,2018-08-30,858456926700
MSFT,2018-09-06,833841949200
MSFT,2018-09-13,865818415300
MSFT,2018-09-20,870879438800
MSFT,2018-09-27,878384113600
MSFT,2018-10-04,866227200000
MSFT,2018-10-11,813388800000
MSFT,2018-10-18,833280000000
MSFT,2018-10-25,831334485200
MSFT,2018-11-01,813065084700
MSFT,2018-11-08,857817439700
MSFT,2018-11-15,823504742100
MSFT,2018-11-23,791187861400
MSFT,2018-11-30,851215891600
MSFT,2018-12-07,804621244100
MSFT,2018-12-14,813909468800
MSFT,2018-12-21,754034962900
MSFT,2018-12-28,770615595300
MSFT,2019-01-04,783128190000
MSFT,2019-01-11,789812400000
MSFT,2019-01-18,827535930000
MSFT,2019-01-25,822231110100
MSFT,2019-02-01,788550093300
MSFT,2019-02-08,810722790000
MSFT,2019-02-15,830286934100
MSFT,2019-02-22,851385521000
MSFT,2019-03-01,863354173900
MSFT,2019-03-08,847856302800
MSFT,2019-03-15,889286255200
MSFT,2019-03-22,898032578500
MSFT,2019-03-29,904860848400
MSFT,2019-04-05,919076740000
MSFT,2019-04-12,927202700000
MSFT,2019-04-22,948350343300
MSFT,2019-04-29,994403878900
MSFT,2019-05-06,981990113900
MSFT,2019-05-13,945208588000
MSFT,2019-05-20,967200875300
MSFT,2019-05-28,966741106300
MSFT,2019-06-04,943752652600
MSFT,2019-06-11,1012258244600
MSFT,2019-06-18,1035706467400
MSFT,2019-06-25,1022449792400
MSFT,2019-07-02,1043880940000
MSFT,2019-07-09,1042963780000
MSFT,2019-07-16,1047702440000
MSFT,2019-07-23,1064593470000
MSFT,2019-07-30,1071629709300
MSFT,2019-08-06,1028413292100
MSFT,2019-08-13,1058267742800
MSFT,2019-08-20,1048036294200
MSFT,2019-08-27,1036430472000
MSFT,2019-09-03,1038721094800
MSFT,2019-09-10,1039026511200
MSFT,2019-09-17,1049028897500
MSFT,2019-09-24,1048952543400
MSFT,2019-10-01,1046392380000
MSFT,2019-10-08,1044028365100
MSFT,2019-10-15,1089469416900
MSFT,2019-10-22,1040340219700
MSFT,2019-10-29,1089622303800
MSFT,2019-11-05,1102057257000
MSFT,2019-11-12,1121968439600
MSFT,2019-11-19,1147296074200
MSFT,2019-11-26,1159807315400
MSFT,2019-12-03,1139056964100
MSFT,2019-12-10,1152941390300
MSFT,2019-12-17,1180099938300
MSFT,2019-12-24,1200621425300
MSFT,2019-12-31,1203062643100
MSFT,2020-01-07,1202147186400
MSFT,2020-01-14,1236858251900
MSFT,2020-01-17,1274773415800
MSFT,2020-01-23,1265008544600
